year,order,name,conditions,surface,fin_commit,winner,winner_slug,currency,amount
2009,56,ATP World Tour Masters 1000 Shanghai,Outdoor,Hard,"$5,250,000",Nikolay Davydenko,nikolay-davydenko,$,5250000.0
2009,57,Moscow,Indoor,Hard,"$1,080,500",Mikhail Youzhny,mikhail-youzhny,$,1080500.0
2009,58,Stockholm,Indoor,Hard,"€600,000",Marcos Baghdatis,marcos-baghdatis,€,600000.0
2009,59,St. Petersburg,Indoor,Hard,"$750,000",Sergiy Stakhovsky,sergiy-stakhovsky,$,750000.0
2009,60,Lyon,Indoor,Hard,"€650,000",Ivan Ljubicic,ivan-ljubicic,€,650000.0
2009,61,Vienna,Indoor,Hard,"€574,750",Jurgen Melzer,jurgen-melzer,€,574750.0
2009,62,Basel,Indoor,Hard,"€1,755,000",Novak Djokovic,novak-djokovic,€,1755000.0
2009,63,Valencia,Indoor,Hard,"€2,019,000",Andy Murray,andy-murray,€,2019000.0
2009,64,ATP World Tour Masters 1000 Paris,Indoor,Hard,"€2,750,000",Novak Djokovic,novak-djokovic,€,2750000.0
2009,65,ATP Finals,Indoor,Hard,"$5,000,000",Nikolay Davydenko,nikolay-davydenko,$,5000000.0
2010,0,Brisbane,Outdoor,Hard,"$424,250",Andy Roddick,andy-roddick,$,424250.0
2010,1,Chennai,Outdoor,Hard,"$450,000",Marin Cilic,marin-cilic,$,450000.0
2010,2,Doha,Outdoor,Hard,"$1,110,250",Nikolay Davydenko,nikolay-davydenko,$,1110250.0
2010,3,Auckland,Outdoor,Hard,"$407,250",John Isner,john-isner,$,407250.0
2010,4,Sydney,Outdoor,Hard,"$424,250",Marcos Baghdatis,marcos-baghdatis,$,424250.0
2010,6,Johannesburg,Outdoor,Hard,"$500,000",Feliciano Lopez,feliciano-lopez,$,500000.0
2010,7,Santiago,Outdoor,Clay,"$450,000",Thomaz Bellucci,thomaz-bellucci,$,450000.0
2010,8,Zagreb,Indoor,Hard,"€450,000",Marin Cilic,marin-cilic,€,450000.0
2010,9,Rotterdam,Indoor,Hard,"€1,445,000",Robin Soderling,robin-soderling,€,1445000.0
2010,10,San Jose,Indoor,Hard,"$600,000",Fernando Verdasco,fernando-verdasco,$,600000.0
2010,11,Sao Paulo,Outdoor,Clay,"$500,000",Juan Carlos Ferrero,juan-carlos-ferrero,$,500000.0
2010,12,Buenos Aires,Outdoor,Clay,"$544,300",Juan Carlos Ferrero,juan-carlos-ferrero,$,544300.0
2010,13,Marseille,Indoor,Hard,"€576,000",Michael Llodra,michael-llodra,€,576000.0
2010,14,Memphis,Indoor,Hard,"$1,226,500",Sam Querrey,sam-querrey,$,1226500.0
2010,15,Acapulco,Outdoor,Clay,"$1,081,500",David Ferrer,david-ferrer,$,1081500.0
2010,16,Delray Beach,Outdoor,Hard,"$500,000",Ernests Gulbis,ernests-gulbis,$,500000.0
2010,17,Dubai,Outdoor,Hard,"$2,233,000",Novak Djokovic,novak-djokovic,$,2233000.0
2010,18,ATP World Tour Masters 1000 Indian Wells,Outdoor,Hard,"$4,702,285",Ivan Ljubicic,ivan-ljubicic,$,4702285.0
2010,19,ATP World Tour Masters 1000 Miami,Outdoor,Hard,"$4,500,000",Andy Roddick,andy-roddick,$,4500000.0
2010,20,Casablanca,Outdoor,Clay,"€450,000",Stan Wawrinka,stan-wawrinka,€,450000.0
2010,21,Houston,Outdoor,Clay,"$500,000",Juan Ignacio Chela,juan-ignacio-chela,$,500000.0
2010,22,ATP World Tour Masters 1000 Monte Carlo,Outdoor,Clay,"€2,750,000",Rafael Nadal,rafael-nadal,€,2750000.0
2010,23,Barcelona,Outdoor,Clay,"€1,995,000",Fernando Verdasco,fernando-verdasco,€,1995000.0
2010,24,ATP World Tour Masters 1000 Rome,Outdoor,Clay,"€2,750,000",Rafael Nadal,rafael-nadal,€,2750000.0
2010,25,Munich,Outdoor,Clay,"€450,000",Mikhail Youzhny,mikhail-youzhny,€,450000.0
2010,26,Belgrade,Outdoor,Clay,"€424,950",Sam Querrey,sam-querrey,€,424950.0
2010,27,Estoril,Outdoor,Clay,"€450,000",Albert Montanes,albert-montanes,€,450000.0
2010,28,ATP World Tour Masters 1000 Madrid,Outdoor,Clay,"€3,700,000",Rafael Nadal,rafael-nadal,€,3700000.0
2010,29,World Team Championship,Outdoor,Clay,"€1,350,000",Juan Monaco,juan-monaco,€,1350000.0
2010,30,Nice,Outdoor,Clay,"€450,000",Richard Gasquet,richard-gasquet,€,450000.0
2010,31,Roland Garros,Outdoor,Clay,"€7,580,800",Rafael Nadal,rafael-nadal,€,7580800.0
2010,32,Halle,Outdoor,Grass,"€750,000",Lleyton Hewitt,lleyton-hewitt,€,750000.0
2010,33,London / Queen's Club,Outdoor,Grass,"€713,950",Sam Querrey,sam-querrey,€,713950.0
2010,34,Eastbourne,Outdoor,Grass,"€456,750",Michael Llodra,michael-llodra,€,456750.0
2010,35,s-Hertogenbosch,Outdoor,Grass,"€450,000",Sergiy Stakhovsky,sergiy-stakhovsky,€,450000.0
2010,36,Wimbledon,Outdoor,Grass,"£6,196,000",Rafael Nadal,rafael-nadal,£,6196000.0
2010,37,Newport,Outdoor,Grass,"$500,000",Mardy Fish,mardy-fish,$,500000.0
2010,38,Båstad,Outdoor,Clay,"€450,000",Nicolas Almagro,nicolas-almagro,€,450000.0
2010,39,Stuttgart,Outdoor,Clay,"€450,000",Albert Montanes,albert-montanes,€,450000.0
2010,40,Atlanta,Outdoor,Hard,"$600,000",Mardy Fish,mardy-fish,$,600000.0
2010,41,Hamburg,Outdoor,Clay,"€1,115,000",Andrey Golubev,andrey-golubev,€,1115000.0
2010,42,Gstaad,Outdoor,Clay,"€450,000",Nicolas Almagro,nicolas-almagro,€,450000.0
2010,43,Los Angeles,Outdoor,Hard,"$700,000",Sam Querrey,sam-querrey,$,700000.0
2010,44,Umag,Outdoor,Clay,"€450,000",Juan Carlos Ferrero,juan-carlos-ferrero,€,450000.0
2010,45,Washington,Outdoor,Hard,"$1,402,000",David Nalbandian,david-nalbandian,$,1402000.0
2010,46,ATP World Tour Masters 1000 Canada,Outdoor,Hard,"$3,000,000",Andy Murray,andy-murray,$,3000000.0
2010,47,ATP World Tour Masters 1000 Cincinnati,Outdoor,Hard,"$3,000,000",Roger Federer,roger-federer,$,3000000.0
2010,48,New Haven,Outdoor,Hard,"$750,000",Sergiy Stakhovsky,sergiy-stakhovsky,$,750000.0
2010,49,US Open,Outdoor,Hard,"$10,508,000",Rafael Nadal,rafael-nadal,$,10508000.0
2010,50,Bucharest,Outdoor,Clay,"€420,200",Juan Ignacio Chela,juan-ignacio-chela,€,420200.0
2010,51,Metz,Indoor,Hard,"€450,000",Gilles Simon,gilles-simon,€,450000.0
2010,52,Bangkok,Indoor,Hard,"$608,500",Guillermo Garcia-Lopez,guillermo-garcia-lopez,$,608500.0
2010,53,Kuala Lumpur,Indoor,Hard,"$947,750",Mikhail Youzhny,mikhail-youzhny,$,947750.0
2010,54,Beijing,Outdoor,Hard,"$3,336,500",Novak Djokovic,novak-djokovic,$,3336500.0
2010,55,Tokyo,Outdoor,Hard,"$1,226,500",Rafael Nadal,rafael-nadal,$,1226500.0
2010,56,ATP World Tour Masters 1000 Shanghai,Outdoor,Hard,"$5,250,000",Andy Murray,andy-murray,$,5250000.0
2010,57,Moscow,Indoor,Hard,"$1,080,500",Viktor Troicki,viktor-troicki,$,1080500.0
2010,58,Stockholm,Indoor,Hard,"€600,000",Roger Federer,roger-federer,€,600000.0
2010,59,Montpellier,Indoor,Hard,"€650,000",Gael Monfils,gael-monfils,€,650000.0
2010,60,St. Petersburg,Indoor,Hard,"$750,000",Mikhail Kukushkin,mikhail-kukushkin,$,750000.0
2010,61,Vienna,Indoor,Hard,"€650,000",Jurgen Melzer,jurgen-melzer,€,650000.0
2010,62,Valencia,Indoor,Hard,"€2,019,000",David Ferrer,david-ferrer,€,2019000.0
2010,63,Basel,Indoor,Hard,"€1,755,000",Roger Federer,roger-federer,€,1755000.0
2010,64,ATP World Tour Masters 1000 Paris,Indoor,Hard,"€2,750,000",Robin Soderling,robin-soderling,€,2750000.0
2010,65,ATP Finals,Indoor,Hard,"$5,070,000",Roger Federer,roger-federer,$,5070000.0
2011,0,Brisbane,Outdoor,Hard,"$474,050",Robin Soderling,robin-soderling,$,474050.0
2011,1,Chennai,Outdoor,Hard,"$450,000",Stan Wawrinka,stan-wawrinka,$,450000.0
2011,2,Doha,Outdoor,Hard,"$1,110,250",Roger Federer,roger-federer,$,1110250.0
2011,3,Auckland,Outdoor,Hard,"$450,000",David Ferrer,david-ferrer,$,450000.0
2011,4,Sydney,Outdoor,Hard,"$474,050",Gilles Simon,gilles-simon,$,474050.0
2011,6,Johannesburg,Outdoor,Hard,"$500,000",Kevin Anderson,kevin-anderson,$,500000.0
2011,7,Santiago,Outdoor,Clay,"$450,000",Tommy Robredo,tommy-robredo,$,450000.0
2011,8,Zagreb,Indoor,Hard,"€450,000",Ivan Dodig,ivan-dodig,€,450000.0
2011,9,Rotterdam,Indoor,Hard,"€1,445,000",Robin Soderling,robin-soderling,€,1445000.0
2011,10,San Jose,Indoor,Hard,"$600,000",Milos Raonic,milos-raonic,$,600000.0
2011,11,Sao Paulo,Outdoor,Clay,"$527,700",Nicolas Almagro,nicolas-almagro,$,527700.0
2011,12,Buenos Aires,Outdoor,Clay,"$547,900",Nicolas Almagro,nicolas-almagro,$,547900.0
2011,13,Marseille,Indoor,Hard,"€576,000",Robin Soderling,robin-soderling,€,576000.0
2011,14,Memphis,Indoor,Hard,"$1,226,500",Andy Roddick,andy-roddick,$,1226500.0
2011,15,Acapulco,Outdoor,Clay,"$1,226,500",David Ferrer,david-ferrer,$,1226500.0
2011,16,Delray Beach,Outdoor,Hard,"$442,500",Juan Martin del Potro,juan-martin-del-potro,$,442500.0
2011,17,Dubai,Outdoor,Hard,"$2,233,000",Novak Djokovic,novak-djokovic,$,2233000.0
2011,18,ATP World Tour Masters 1000 Indian Wells,Outdoor,Hard,"$4,717,540",Novak Djokovic,novak-djokovic,$,4717540.0
2011,19,ATP World Tour Masters 1000 Miami,Outdoor,Hard,"$4,500,000",Novak Djokovic,novak-djokovic,$,4500000.0
2011,20,Casablanca,Outdoor,Clay,"€450,000",Pablo Andujar,pablo-andujar,€,450000.0
2011,21,Houston,Outdoor,Clay,"$500,000",Ryan Sweeting,ryan-sweeting,$,500000.0
2011,22,ATP World Tour Masters 1000 Monte Carlo,Outdoor,Clay,"€2,543,750",Rafael Nadal,rafael-nadal,€,2543750.0
2011,23,Barcelona,Outdoor,Clay,"€1,995,000",Rafael Nadal,rafael-nadal,€,1995000.0
2011,24,Munich,Outdoor,Clay,"€450,000",Nikolay Davydenko,nikolay-davydenko,€,450000.0
2011,25,Belgrade,Outdoor,Clay,"€416,650",Novak Djokovic,novak-djokovic,€,416650.0
2011,26,Estoril,Outdoor,Clay,"€450,000",Juan Martin del Potro,juan-martin-del-potro,€,450000.0
2011,27,ATP World Tour Masters 1000 Madrid,Outdoor,Clay,"€3,706,000",Novak Djokovic,novak-djokovic,€,3706000.0
2011,28,ATP World Tour Masters 1000 Rome,Outdoor,Clay,"€2,750,000",Novak Djokovic,novak-djokovic,€,2750000.0
2011,29,World Team Championship,Outdoor,Clay,"€1,100,000",Juan Ignacio Chela,juan-ignacio-chela,€,1100000.0
2011,30,Nice,Outdoor,Clay,"€450,000",Nicolas Almagro,nicolas-almagro,€,450000.0
2011,31,Roland Garros,Outdoor,Clay,"€7,884,000",Rafael Nadal,rafael-nadal,€,7884000.0
2011,32,Halle,Outdoor,Grass,"€750,000",Philipp Kohlschreiber,philipp-kohlschreiber,€,750000.0
2011,33,London / Queen's Club,Outdoor,Grass,"€694,250",Andy Murray,andy-murray,€,694250.0
2011,34,Eastbourne,Outdoor,Grass,"€462,675",Andreas Seppi,andreas-seppi,€,462675.0
2011,35,s-Hertogenbosch,Outdoor,Grass,"€450,000",Dmitry Tursunov,dmitry-tursunov,€,450000.0
2011,36,Wimbledon,Outdoor,Grass,"£6,631,000",Novak Djokovic,novak-djokovic,£,6631000.0
2011,37,Newport,Outdoor,Grass,"$500,000",John Isner,john-isner,$,500000.0
2011,38,Båstad,Outdoor,Clay,"€450,000",Robin Soderling,robin-soderling,€,450000.0
2011,39,Stuttgart,Outdoor,Clay,"€450,000",Juan Carlos Ferrero,juan-carlos-ferrero,€,450000.0
2011,40,Atlanta,Outdoor,Hard,"$600,000",Mardy Fish,mardy-fish,$,600000.0
2011,41,Hamburg,Outdoor,Clay,"€1,115,000",Gilles Simon,gilles-simon,€,1115000.0
2011,42,Gstaad,Outdoor,Clay,"€450,000",Marcel Granollers,marcel-granollers,€,450000.0
2011,43,Los Angeles,Outdoor,Hard,"$700,000",Ernests Gulbis,ernests-gulbis,$,700000.0
2011,44,Umag,Outdoor,Clay,"€450,000",Alexandr Dolgopolov,alexandr-dolgopolov,€,450000.0
2011,45,Kitzbühel,Outdoor,Clay,"€450,000",Robin Haase,robin-haase,€,450000.0
2011,46,Washington,Outdoor,Hard,"$1,402,900",Radek Stepanek,radek-stepanek,$,1402900.0
2011,47,ATP World Tour Masters 1000 Canada,Outdoor,Hard,"$3,000,000",Novak Djokovic,novak-djokovic,$,3000000.0
2011,48,ATP World Tour Masters 1000 Cincinnati,Outdoor,Hard,"$3,200,000",Andy Murray,andy-murray,$,3200000.0
2011,49,Winston-Salem,Outdoor,Hard,"$625,000",John Isner,john-isner,$,625000.0
2011,50,US Open,Outdoor,Hard,"$10,768,000",Novak Djokovic,novak-djokovic,$,10768000.0
2011,51,Bucharest,Outdoor,Clay,"€422,950",Florian Mayer,florian-mayer,€,422950.0
2011,52,Metz,Indoor,Hard,"€450,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,450000.0
2011,53,Bangkok,Indoor,Hard,"$644,500",Andy Murray,andy-murray,$,644500.0
2011,54,Kuala Lumpur,Indoor,Hard,"$947,750",Janko Tipsarevic,janko-tipsarevic,$,947750.0
2011,55,Beijing,Outdoor,Hard,"$3,336,500",Tomas Berdych,tomas-berdych,$,3336500.0
2011,56,Tokyo,Outdoor,Hard,"$1,341,000",Andy Murray,andy-murray,$,1341000.0
2011,57,ATP World Tour Masters 1000 Shanghai,Outdoor,Hard,"$5,650,000",Andy Murray,andy-murray,$,5650000.0
2011,58,Moscow,Indoor,Hard,"$805,500",Janko Tipsarevic,janko-tipsarevic,$,805500.0
2011,59,Stockholm,Indoor,Hard,"€600,000",Gael Monfils,gael-monfils,€,600000.0
2011,60,St. Petersburg,Indoor,Hard,"$750,000",Marin Cilic,marin-cilic,$,750000.0
2011,61,Vienna,Indoor,Hard,"€650,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,650000.0
2011,62,Basel,Indoor,Hard,"€1,838,100",Roger Federer,roger-federer,€,1838100.0
2011,63,Valencia,Indoor,Hard,"€2,019,000",Marcel Granollers,marcel-granollers,€,2019000.0
2011,64,ATP World Tour Masters 1000 Paris,Indoor,Hard,"€2,750,000",Roger Federer,roger-federer,€,2750000.0
2011,65,ATP Finals,Indoor,Hard,"$5,070,000",Roger Federer,roger-federer,$,5070000.0
2012,0,Brisbane,Outdoor,Hard,"$486,000",Andy Murray,andy-murray,$,486000.0
2012,1,Chennai,Outdoor,Hard,"$450,000",Milos Raonic,milos-raonic,$,450000.0
2012,2,Doha,Outdoor,Hard,"$1,110,250",Jo-Wilfried Tsonga,jo-wilfried-tsonga,$,1110250.0
2012,3,Auckland,Outdoor,Hard,"$450,000",David Ferrer,david-ferrer,$,450000.0
2012,4,Sydney,Outdoor,Hard,"$486,000",Jarkko Nieminen,jarkko-nieminen,$,486000.0
2012,6,Montpellier,Indoor,Hard,"€450,000",Tomas Berdych,tomas-berdych,€,450000.0
2012,7,Vina del Mar,Outdoor,Clay,"$450,000",Juan Monaco,juan-monaco,$,450000.0
2012,8,Zagreb,Indoor,Hard,"€450,000",Mikhail Youzhny,mikhail-youzhny,€,450000.0
2012,9,Rotterdam,Indoor,Hard,"€1,502,500",Roger Federer,roger-federer,€,1502500.0
2012,10,San Jose,Indoor,Hard,"$600,000",Milos Raonic,milos-raonic,$,600000.0
2012,11,Sao Paulo,Indoor,Clay,"$532,800",Nicolas Almagro,nicolas-almagro,$,532800.0
2012,12,Buenos Aires,Outdoor,Clay,"$553,100",David Ferrer,david-ferrer,$,553100.0
2012,13,Marseille,Indoor,Hard,"€576,000",Juan Martin del Potro,juan-martin-del-potro,€,576000.0
2012,14,Memphis,Indoor,Hard,"$1,281,500",Jurgen Melzer,jurgen-melzer,$,1281500.0
2012,15,Acapulco,Outdoor,Clay,"$1,281,500",David Ferrer,david-ferrer,$,1281500.0
2012,16,Delray Beach,Outdoor,Hard,"$500,000",Kevin Anderson,kevin-anderson,$,500000.0
2012,17,Dubai,Outdoor,Hard,"$2,313,975",Roger Federer,roger-federer,$,2313975.0
2012,18,ATP World Tour Masters 1000 Indian Wells,Outdoor,Hard,"$5,816,010",Roger Federer,roger-federer,$,5816010.0
2012,19,ATP World Tour Masters 1000 Miami,Outdoor,Hard,"$4,828,050",Novak Djokovic,novak-djokovic,$,4828050.0
2012,20,Casablanca,Outdoor,Clay,"€450,000",Pablo Andujar,pablo-andujar,€,450000.0
2012,21,Houston,Outdoor,Clay,"$500,000",Juan Monaco,juan-monaco,$,500000.0
2012,22,ATP World Tour Masters 1000 Monte Carlo,Outdoor,Clay,"€2,744,225",Rafael Nadal,rafael-nadal,€,2744225.0
2012,23,Barcelona,Outdoor,Clay,"€2,072,500",Rafael Nadal,rafael-nadal,€,2072500.0
2012,24,Bucharest,Outdoor,Clay,"€450,000",Gilles Simon,gilles-simon,€,450000.0
2012,25,Belgrade,Outdoor,Clay,"€418,700",Andreas Seppi,andreas-seppi,€,418700.0
2012,26,Estoril,Outdoor,Clay,"€450,000",Juan Martin del Potro,juan-martin-del-potro,€,450000.0
2012,27,Munich,Outdoor,Clay,"€450,000",Philipp Kohlschreiber,philipp-kohlschreiber,€,450000.0
2012,28,ATP World Tour Masters 1000 Madrid,Outdoor,Clay,"€3,973,695",Roger Federer,roger-federer,€,3973695.0
2012,29,ATP World Tour Masters 1000 Rome,Outdoor,Clay,"€2,950,475",Rafael Nadal,rafael-nadal,€,2950475.0
2012,30,World Team Championship,Outdoor,Clay,"€1,300,000",,,€,1300000.0
2012,31,Nice,Outdoor,Clay,"€450,000",Nicolas Almagro,nicolas-almagro,€,450000.0
2012,32,Roland Garros,Outdoor,Clay,"€8,487,000",Rafael Nadal,rafael-nadal,€,8487000.0
2012,33,Halle,Outdoor,Grass,"€750,000",Tommy Haas,tommy-haas,€,750000.0
2012,34,London / Queen's Club,Outdoor,Grass,"€711,550",Marin Cilic,marin-cilic,€,711550.0
2012,35,s-Hertogenbosch,Outdoor,Grass,"€450,000",David Ferrer,david-ferrer,€,450000.0
2012,36,Eastbourne,Outdoor,Grass,"€455,700",Andy Roddick,andy-roddick,€,455700.0
2012,37,Wimbledon,Outdoor,Grass,"£7,285,200",Roger Federer,roger-federer,£,7285200.0
2012,38,Bastad,Outdoor,Clay,"€410,175",David Ferrer,david-ferrer,€,410175.0
2012,39,Newport,Outdoor,Grass,"$455,750",John Isner,john-isner,$,455750.0
2012,40,Stuttgart,Outdoor,Clay,"€410,175",Janko Tipsarevic,janko-tipsarevic,€,410175.0
2012,41,Umag,Outdoor,Clay,"€410,175",Marin Cilic,marin-cilic,€,410175.0
2012,42,Atlanta,Outdoor,Hard,"$546,900",Andy Roddick,andy-roddick,$,546900.0
2012,43,Gstaad,Outdoor,Clay,"€410,175",Thomaz Bellucci,thomaz-bellucci,€,410175.0
2012,44,Hamburg,Outdoor,Clay,"€1,015,000",Juan Monaco,juan-monaco,€,1015000.0
2012,45,Kitzbühel,Outdoor,Clay,"€410,175",Robin Haase,robin-haase,€,410175.0
2012,46,Los Angeles,Outdoor,Hard,"$638,050",Sam Querrey,sam-querrey,$,638050.0
2012,48,Washington,Outdoor,Hard,"$1,286,260",Alexandr Dolgopolov,alexandr-dolgopolov,$,1286260.0
2012,49,ATP World Tour Masters 1000 Canada,Outdoor,Hard,"$3,218,700",Novak Djokovic,novak-djokovic,$,3218700.0
2012,50,ATP World Tour Masters 1000 Cincinnati,Outdoor,Hard,"$3,433,280",Roger Federer,roger-federer,$,3433280.0
2012,51,Winston-Salem,Outdoor,Hard,"$625,000",John Isner,john-isner,$,625000.0
2012,52,US Open,Outdoor,Hard,"$11,777,000",Andy Murray,andy-murray,$,11777000.0
2012,53,Metz,Indoor,Hard,"€450,000",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,450000.0
2012,54,St. Petersburg,Indoor,Hard,"$468,350",Martin Klizan,martin-klizan,$,468350.0
2012,55,Bangkok,Indoor,Hard,"$608,500",Richard Gasquet,richard-gasquet,$,608500.0
2012,56,Kuala Lumpur,Indoor,Hard,"$947,750",Juan Monaco,juan-monaco,$,947750.0
2012,57,Beijing,Outdoor,Hard,"$3,441,500",Novak Djokovic,novak-djokovic,$,3441500.0
2012,58,Tokyo,Outdoor,Hard,"$1,407,065",Kei Nishikori,kei-nishikori,$,1407065.0
2012,59,ATP World Tour Masters 1000 Shanghai,Outdoor,Hard,"$5,891,600",Novak Djokovic,novak-djokovic,$,5891600.0
2012,60,Moscow,Indoor,Hard,"$742,150",Andreas Seppi,andreas-seppi,$,742150.0
2012,61,Stockholm,Indoor,Hard,"€550,000",Tomas Berdych,tomas-berdych,€,550000.0
2012,62,Vienna,Indoor,Hard,"€550,000",Juan Martin del Potro,juan-martin-del-potro,€,550000.0
2012,63,Valencia,Indoor,Hard,"€2,086,850",David Ferrer,david-ferrer,€,2086850.0
2012,64,Basel,Indoor,Hard,"€1,934,300",Juan Martin del Potro,juan-martin-del-potro,€,1934300.0
2012,65,ATP World Tour Masters 1000 Paris,Indoor,Hard,"€2,950,475",David Ferrer,david-ferrer,€,2950475.0
2012,66,ATP Finals,Indoor,Hard,"$5,500,000",Novak Djokovic,novak-djokovic,$,5500000.0
2013,0,Brisbane,Outdoor,Hard,"$494,230",Andy Murray,andy-murray,$,494230.0
2013,1,Chennai,Outdoor,Hard,"$442,750",Janko Tipsarevic,janko-tipsarevic,$,442750.0
2013,2,Doha,Outdoor,Hard,"$1,150,720",Richard Gasquet,richard-gasquet,$,1150720.0
2013,3,Auckland,Outdoor,Hard,"$491,000",David Ferrer,david-ferrer,$,491000.0
2013,4,Sydney,Outdoor,Hard,"$494,230",Bernard Tomic,bernard-tomic,$,494230.0
2013,6,Montpellier,Indoor,Hard,"€467,800",Richard Gasquet,richard-gasquet,€,467800.0
2013,7,Vina del Mar,Outdoor,Clay,"$467,800",Horacio Zeballos,horacio-zeballos,$,467800.0
2013,8,Zagreb,Indoor,Hard,"€467,800",Marin Cilic,marin-cilic,€,467800.0
2013,9,Rotterdam,Indoor,Hard,"€1,575,875",Juan Martin del Potro,juan-martin-del-potro,€,1575875.0
2013,10,San Jose,Indoor,Hard,"$623,730",Milos Raonic,milos-raonic,$,623730.0
2013,11,Sao Paulo,Indoor,Clay,"$519,775",Rafael Nadal,rafael-nadal,$,519775.0
2013,12,Buenos Aires,Outdoor,Clay,"$570,470",David Ferrer,david-ferrer,$,570470.0
2013,13,Marseille,Indoor,Hard,"€598,535",Jo-Wilfried Tsonga,jo-wilfried-tsonga,€,598535.0
2013,14,Memphis,Indoor,Hard,"$1,353,550",Kei Nishikori,kei-nishikori,$,1353550.0
2013,15,Acapulco,Outdoor,Clay,"$1,353,550",Rafael Nadal,rafael-nadal,$,1353550.0
2013,16,Delray Beach,Outdoor,Hard,"$519,775",Ernests Gulbis,ernests-gulbis,$,519775.0
2013,17,Dubai,Outdoor,Hard,"$2,413,300",Novak Djokovic,novak-djokovic,$,2413300.0
2013,18,ATP World Tour Masters 1000 Indian Wells,Outdoor,Hard,"$6,676,605",Rafael Nadal,rafael-nadal,$,6676605.0
2013,19,ATP World Tour Masters 1000 Miami,Outdoor,Hard,"$5,244,125",Andy Murray,andy-murray,$,5244125.0
2013,20,Casablanca,Outdoor,Clay,"€467,800",Tommy Robredo,tommy-robredo,€,467800.0
2013,21,Houston,Outdoor,Clay,"$519,775",John Isner,john-isner,$,519775.0
2013,22,ATP World Tour Masters 1000 Monte Carlo,Outdoor,Clay,"€2,998,495",Novak Djokovic,novak-djokovic,€,2998495.0
2013,23,Barcelona,Outdoor,Clay,"€2,166,875",Rafael Nadal,rafael-nadal,€,2166875.0
2013,24,Bucharest,Outdoor,Clay,"€467,800",Lukas Rosol,lukas-rosol,€,467800.0
2013,25,Munich,Outdoor,Clay,"€467,800",Tommy Haas,tommy-haas,€,467800.0
2013,26,Oeiras,Outdoor,Clay,"€467,800",Stan Wawrinka,stan-wawrinka,€,467800.0
2013,27,ATP World Tour Masters 1000 Madrid,Outdoor,Clay,"€4,303,867",Rafael Nadal,rafael-nadal,€,4303867.0
2013,28,ATP World Tour Masters 1000 Rome,Outdoor,Clay,"€3,204,745",Rafael Nadal,rafael-nadal,€,3204745.0
2013,29,Dusseldorf,Outdoor,Clay,"€467,800",Juan Monaco,juan-monaco,€,467800.0
2013,30,Nice,Outdoor,Clay,"€467,800",Albert Montanes,albert-montanes,€,467800.0
2013,31,Roland Garros,Outdoor,Clay,"€10,104,000",Rafael Nadal,rafael-nadal,€,10104000.0
2013,32,Halle,Outdoor,Grass,"€779,665",Roger Federer,roger-federer,€,779665.0
2013,33,London / Queen's Club,Outdoor,Grass,"€779,665",Andy Murray,andy-murray,€,779665.0
2013,34,s-Hertogenbosch,Outdoor,Grass,"€467,800",Nicolas Mahut,nicolas-mahut,€,467800.0
2013,35,Eastbourne,Outdoor,Grass,"€526,060",Feliciano Lopez,feliciano-lopez,€,526060.0
2013,36,Wimbledon,Outdoor,Grass,"£10,514,000",Andy Murray,andy-murray,£,10514000.0
2013,37,Bastad,Outdoor,Clay,"€491,370",Carlos Berlocq,carlos-berlocq,€,491370.0
2013,38,Newport,Outdoor,Grass,"$519,775",Nicolas Mahut,nicolas-mahut,$,519775.0
2013,39,Stuttgart,Outdoor,Clay,"€467,800",Fabio Fognini,fabio-fognini,€,467800.0
2013,40,Bogota,Outdoor,Hard,"$727,685",Ivo Karlovic,ivo-karlovic,$,727685.0
2013,41,Hamburg,Outdoor,Clay,"€1,230,500",Fabio Fognini,fabio-fognini,€,1230500.0
2013,42,Atlanta,Outdoor,Hard,"$623,730",John Isner,john-isner,$,623730.0
2013,43,Gstaad,Outdoor,Clay,"€467,800",Mikhail Youzhny,mikhail-youzhny,€,467800.0
2013,44,Umag,Outdoor,Clay,"€467,800",Tommy Robredo,tommy-robredo,€,467800.0
2013,45,Kitzbühel,Outdoor,Clay,"€467,800",Marcel Granollers,marcel-granollers,€,467800.0
2013,46,Washington,Outdoor,Hard,"$1,546,590",Juan Martin del Potro,juan-martin-del-potro,$,1546590.0
2013,47,ATP World Tour Masters 1000 Canada,Outdoor,Hard,"$3,496,085",Rafael Nadal,rafael-nadal,$,3496085.0
2013,48,ATP World Tour Masters 1000 Cincinnati,Outdoor,Hard,"$3,729,155",Rafael Nadal,rafael-nadal,$,3729155.0
2013,49,Winston-Salem,Outdoor,Hard,"$658,450",Jurgen Melzer,jurgen-melzer,$,658450.0
2013,50,US Open,Outdoor,Hard,"$16,102,000",Rafael Nadal,rafael-nadal,$,16102000.0
2013,51,Metz,Indoor,Hard,"€467,800",Gilles Simon,gilles-simon,€,467800.0
2013,52,St. Petersburg,Indoor,Hard,"$519,775",Ernests Gulbis,ernests-gulbis,$,519775.0
2013,53,Bangkok,Indoor,Hard,"$631,530",Milos Raonic,milos-raonic,$,631530.0
2013,54,Kuala Lumpur,Indoor,Hard,"$984,300",Joao Sousa,joao-sousa,$,984300.0
